id,title,url,images,type,brand,display,year,price,time_changed
5135,Lenovo IdeaCentre 510A-15ICB Intel Core i5 8th Gen,ideacentre-510a_15icb-intel-core-i5-8th-gen,lenovo-ideacentre-510a_15icb-intel-core-i5-8th-gen.webp,desktop,Lenovo,1,2018,25,2023-06-29 07:11:48
5136,Lenovo IdeaCentre 510A-15ICB Intel Core i7 8th Gen,ideacentre-510a_15icb-intel-core-i7-8th-gen,lenovo-ideacentre-510a_15icb-intel-core-i7-8th-gen.webp,desktop,Lenovo,1,2018,30,2023-06-29 07:12:03
5138,Lenovo IdeaCentre 510A-15ICK Intel Core i5 9th Gen,ideacentre-510a_15ick-intel-core-i5-9th-gen,lenovo-ideacentre-510a_15ick-intel-core-i5-9th-gen.webp,desktop,Lenovo,1,2019,25,2023-06-29 07:14:34
5139,Lenovo IdeaCentre 510A-15ICK Intel Core i7 9th Gen,ideacentre-510a_15ick-intel-core-i7-9th-gen,lenovo-ideacentre-510a_15ick-intel-core-i7-9th-gen.webp,desktop,Lenovo,1,2019,30,2023-06-29 07:14:37
5141,Lenovo IdeaCentre 610S-02ISH,ideacentre-610s_02ish,lenovo-ideacentre-610s_02ish.webp,desktop,Lenovo,1,2016,25,2023-06-29 07:15:26
5142,Lenovo IdeaCentre 620S-03IKL,ideacentre-620s_03ikl,lenovo-ideacentre-620s_03ikl.webp,desktop,Lenovo,1,2018,25,2023-06-29 07:15:34
5144,Lenovo IdeaCentre 700-25ISH Intel Core i7 6th Gen,ideacentre-700_25ish-intel-core-i7-6th-gen,lenovo-ideacentre-700_25ish-intel-core-i7-6th-gen.webp,desktop,Lenovo,1,2016,20,2023-06-29 07:17:33
5146,Lenovo IdeaCentre 710-25ISH Intel Core i7 6th Gen,ideacentre-710_25ish-intel-core-i7-6th-gen,lenovo-ideacentre-710_25ish-intel-core-i7-6th-gen.webp,desktop,Lenovo,1,2016,20,2023-06-29 07:17:39
5149,Lenovo IdeaCentre 720 AMD Ryzen 7,ideacentre-720-amd-ryzen-7,lenovo-ideacentre-720-amd-ryzen-7.webp,desktop,Lenovo,1,2018,25,2023-06-29 07:20:00
5150,Lenovo IdeaCentre 720 Intel Core i5 7th Gen,ideacentre-720-intel-core-i5-7th-gen,lenovo-ideacentre-720-intel-core-i5-7th-gen.webp,desktop,Lenovo,1,2017,20,2023-06-29 07:19:56
5151,Lenovo IdeaCentre 720 Intel Core i5 8th Gen,ideacentre-720-intel-core-i5-8th-gen,lenovo-ideacentre-720-intel-core-i5-8th-gen.webp,desktop,Lenovo,1,2018,25,2023-06-29 07:19:52
5152,Lenovo IdeaCentre 720 Intel Core i7 8th Gen,ideacentre-720-intel-core-i7-8th-gen,lenovo-ideacentre-720-intel-core-i7-8th-gen.webp,desktop,Lenovo,1,2018,25,2023-06-29 07:19:40
5154,Lenovo IdeaCentre T540 Intel Core i5 9th Gen,ideacentre-t540-intel-core-i5-9th-gen,lenovo-ideacentre-t540-intel-core-i5-9th-gen.webp,desktop,Lenovo,1,2019,25,2023-06-29 07:26:19
5155,Lenovo IdeaCentre T540 Intel Core i7 9th Gen,ideacentre-t540-intel-core-i7-9th-gen,lenovo-ideacentre-t540-intel-core-i7-9th-gen.webp,desktop,Lenovo,1,2019,35,2023-06-29 07:26:15
5156,Lenovo IdeaCentre Y700 Intel Core i5 6th Gen,ideacentre-y700-intel-core-i5-6th-gen,lenovo-ideacentre-y700-intel-core-i5-6th-gen.webp,desktop,Lenovo,1,2016,25,2023-06-29 07:26:57
5157,Lenovo IdeaCentre Y700 Intel Core i7 6th Gen,ideacentre-y700-intel-core-i7-6th-gen,lenovo-ideacentre-y700-intel-core-i7-6th-gen.webp,desktop,Lenovo,1,2016,30,2023-06-29 07:27:19
5158,Lenovo IdeaCentre Y710 Cube Intel Core i5 6th Gen,ideacentre-y710-cube-intel-core-i5-6th-gen,lenovo-ideacentre-y710-cube-intel-core-i5-6th-gen.webp,desktop,Lenovo,1,2016,25,2023-06-29 07:30:08
